Document name,Coded Segments,Codes,Var1,Var2 ,Polarity,Comments
Schillo et al_2020_Modelling retailer-based exemptions in flavou,"As expected, the ??number of outlets remaining and","Large metro area subject to flavor ban (vs small metro, suburbs and towns/rural areas)
+(S)
Number of flavored tobacco product retailers per 100,000 group members
Agree","Large metro area subject to flavor ban (vs small metro, suburbs and towns/rural areas)","Number of flavored tobacco product retailers per 100,000 group members",+(S),"""As expected, the number of outlets remaining and overall FTP availability under each exemption scenario were substantially lower in small metropolitan, suburban and towns/rural areas versus large metropolitan areas."""
Schillo et al_2020_Modelling retailer-based exemptions in flavou,"overall FTP availability ??under each exemption scenario were substantially lower ??in small metropolitan, suburban and towns/rural areas ??versus large metropolitan areas.","Large metro area subject to flavor ban (vs small metro, suburbs and towns/rural areas)
+(S)
Product Availability (Flavored Tobacco Product) post ban
Agree","Large metro area subject to flavor ban (vs small metro, suburbs and towns/rural areas)",Product Availability (Flavored Tobacco Product) post ban,+(S),"""As expected, the number of outlets remaining and overall FTP availability under each exemption scenario were substantially lower in small metropolitan, suburban and towns/rural areas versus large metropolitan areas."""
Schillo et al_2020_Modelling retailer-based exemptions in flavou,"If no FTP sales restrictions existed nationwide (ie, ‘status ??quo’), the overall FTP availability across Census tracts was ??20.88 per 100000 total population","Flavored tobacco products ban with exemptions for some retailer types (vs no ban)
- (O)
Product Availability (Flavored Tobacco Product) post ban
Agree",Flavored tobacco products ban with exemptions for some retailer types (vs no ban),Product Availability (Flavored Tobacco Product) post ban,- (O),"""If no FTP sales restrictions existed nationwide (ie, ‘status quo’), the overall FTP availability across Census tracts was 20.88 per 100000 total population (figure 1A). Under a national FTP sales restriction that exempts tobacco specialty stores only, the average FTP availability across Census tracts would reduce to 1.49 FTP retailers per 100000 population (figure 1B). Exempting both tobacco specialty stores and alcohol outlets would result in an average of 3.77 FTP retailers per 100000 population"""
Schillo et al_2020_Modelling retailer-based exemptions in flavou,"Under ??a national FTP sales restriction that exempts tobacco ??specialty stores only, the average FTP availability across ??Census tracts would reduce to 1.49 FTP retailers per ??100000 population","Flavored tobacco products ban, tobacco specialty store exempted (vs no exemptions)
+(S)
Number of flavored tobacco product retailers per 100,000 group members
Agree","Flavored tobacco products ban, tobacco specialty store exempted (vs no exemptions)","Number of flavored tobacco product retailers per 100,000 group members",+(S),"""If no FTP sales restrictions existed nationwide (ie, ‘status quo’), the overall FTP availability across Census tracts was 20.88 per 100000 total population (figure 1A). Under a national FTP sales restriction that exempts tobacco specialty stores only, the average FTP availability across Census tracts would reduce to 1.49 FTP retailers per 100000 population (figure 1B). Exempting both tobacco specialty stores and alcohol outlets would result in an average of 3.77 FTP retailers per 100000 population"""
Schillo et al_2020_Modelling retailer-based exemptions in flavou,Exempting both tobacco ??specialty stores and alcohol outlets would result in an ??average of 3.77 FTP retailers per 100000 population ??(figure 1C).,"Flavored tobacco products ban, tobacco specialty store, alcohol outlets exempted (vs tobacco specialty store exemption)
+(S)
Number of flavored tobacco product retailers per 100,000 group members
Agree","Flavored tobacco products ban, tobacco specialty store, alcohol outlets exempted (vs tobacco specialty store exemption)","Number of flavored tobacco product retailers per 100,000 group members",+(S),"""If no FTP sales restrictions existed nationwide (ie, ‘status quo’), the overall FTP availability across Census tracts was 20.88 per 100000 total population (figure 1A). Under a national FTP sales restriction that exempts tobacco specialty stores only, the average FTP availability across Census tracts would reduce to 1.49 FTP retailers per 100000 population (figure 1B). Exempting both tobacco specialty stores and alcohol outlets would result in an average of 3.77 FTP retailers per 100000 population"""
Schillo et al_2020_Modelling retailer-based exemptions in flavou,"Average FTP availability across small metropolitan, ??suburban, towns/rural Census tracts under each exemp?tion scenario would approach zero. However, for each ??exemption policy scenario, FTP availability would remain ??49% higher among the total population living in large ??metropolitan areas vs the national average.","Large metro area subject to flavor ban (vs national avg subject to ban)
+(S)
Product Availability (Flavored Tobacco Product) post ban
Agree",Large metro area subject to flavor ban (vs national avg subject to ban),Product Availability (Flavored Tobacco Product) post ban,+(S), 
Schillo et al_2020_Modelling retailer-based exemptions in flavou,the ??average overall FTP availability per Census tract was 4.26 ??FTP retailers per 100 000 NH blacks;,"Being black (vs white) (+)
- (O)
Number of flavored tobacco product retailers per 100,000 group members (pre-ban)
Agree",Being black (vs white) (+),"Number of flavored tobacco product retailers per 100,000 group members (pre-ban)",- (O),"""FTP availability was not evenly distributed across different racial/ethnic groups. As displayed in figure 1A, the average overall FTP availability per Census tract was 4.26 FTP retailers per 100 000 NH blacks; 7.50 FTP retailers per 100000 Hispanics; 6.40 FTP retailers per 100 000 NH whites and 9.39 FTP retailers per 100 000 NH other races."""
Schillo et al_2020_Modelling retailer-based exemptions in flavou,7.50 FTP retailers ??per 100000 Hispanics;,"Being Hispanic/ Latino (vs NH Black or White)
+(S)
Number of flavored tobacco product retailers per 100,000 group members (pre-ban)
Agree",Being Hispanic/ Latino (vs NH Black or White),"Number of flavored tobacco product retailers per 100,000 group members (pre-ban)",+(S),"""FTP availability was not evenly distributed across different racial/ethnic groups. As displayed in figure 1A, the average overall FTP availability per Census tract was 4.26 FTP retailers per 100 000 NH blacks; 7.50 FTP retailers per 100000 Hispanics; 6.40 FTP retailers per 100 000 NH whites and 9.39 FTP retailers per 100 000 NH other races."""
Schillo et al_2020_Modelling retailer-based exemptions in flavou,9.39 FTP retailers per 100 000 NH other ??races.,"Being NH other races (vs Black, hispanic or White)
+(S)
Number of flavored tobacco product retailers per 100,000 group members (pre-ban)
Agree","Being NH other races (vs Black, hispanic or White)","Number of flavored tobacco product retailers per 100,000 group members (pre-ban)",+(S),"""FTP availability was not evenly distributed across different racial/ethnic groups. As displayed in figure 1A, the average overall FTP availability per Census tract was 4.26 FTP retailers per 100 000 NH blacks; 7.50 FTP retailers per 100000 Hispanics; 6.40 FTP retailers per 100 000 NH whites and 9.39 FTP retailers per 100 000 NH other races."""
Schillo et al_2020_Modelling retailer-based exemptions in flavou,FTP availability was 15.32 FTP retailers per ??100000 youth (,"Being under 18 (vs 18-24)
+(S)
Number of flavored tobacco product retailers per 100,000 group members (pre-ban)
Agree",Being under 18 (vs 18-24),"Number of flavored tobacco product retailers per 100,000 group members (pre-ban)",+(S), 
Schillo et al_2020_Modelling retailer-based exemptions in flavou,28.96 FTP retailers per ??100 000 older adults (25+years).,"Being over 25 (Vs 18-24)
+(S)
Number of flavored tobacco product retailers per 100,000 group members (pre-ban)
Agree",Being over 25 (Vs 18-24),"Number of flavored tobacco product retailers per 100,000 group members (pre-ban)",+(S), 
Schillo et al_2020_Modelling retailer-based exemptions in flavou,"On average, FTP availability among individuals living in ??poverty was 13.80 FTP retailers per 100000 and 29.71 ??FTP retailers per 100000 individuals not living in poverty","Living in poverty (vs not living in poverty)
- (O)
Number of flavored tobacco product retailers per 100,000 group members (pre-ban)
Agree",Living in poverty (vs not living in poverty),"Number of flavored tobacco product retailers per 100,000 group members (pre-ban)",- (O), 
Schillo et al_2020_Modelling retailer-based exemptions in flavou,"Similar differences were observed among ??families living at or below and above the poverty line ??(11.82 vs 31.35 FTP retailers per 100,000, respectively).","Living at or below the the poverty line (vs above the poverty line)
- (O)
Number of flavored tobacco product retailers per 100,000 group members (pre-ban)
Agree",Living at or below the the poverty line (vs above the poverty line),"Number of flavored tobacco product retailers per 100,000 group members (pre-ban)",- (O), 
Schillo et al_2020_Modelling retailer-based exemptions in flavou,There were 15.87 FTP retailers per 100000 adults with ??less than a high school/GED education and 31.63 FTP ??retailers per 100000 adults with at least a high school/ ?GED education (figure 4A).,"Education Level (+) (+) (+) (+)
+(S)
Number of flavored tobacco product retailers per 100,000 group members (pre-ban)
Agree",Education Level (+) (+) (+) (+),"Number of flavored tobacco product retailers per 100,000 group members (pre-ban)",+(S), 
Schroth et al_2022_Flavored cigar availability in Oakland after ,Cigar wrappers were overwhelmingly ??more common in black/African American tracts than other tracts,"Predominantly Black census tracts (vs predominantly mixed race and NH white tracts)
+(S)
Discarded cigar wrappers
Agree",Predominantly Black census tracts (vs predominantly mixed race and NH white tracts),Discarded cigar wrappers,+(S),"""Cigar wrappers were overwhelmingly more common in black/African American tracts than other tracts. Black/African American tracts had more than eight times as many wrappers (M = 251.4) as mixed race/ethnicity tracts (M = 31.6), and more than fourteen times as many wrappers as white (non-Hispanic tracts) (M = 17.2) census tracts."""
